,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,target
23,-252.23372,94.50016,-5.5888915,17.356947,-0.010919359,-1.1526909,-26.972593,-1.1787353,-8.678511,-16.0,-0.41573122,-4.155604,-5.4072866,-2.1457796,5.0467777,-6.327475,-2.539895,4.794445,-5.5293126,-4.2194657,-1.8146324,-4.9004006,-4.2299957,-2.539099,0.625023,-1.3244251,0.83985394,5.7105255,5.9824896,10.032911,1
24,-240.86702,109.01481,-9.633466,6.6217346,-10.819267,-4.1265125,-23.74923,0.22675905,-6.364736,-11.354415,2.573471,-2.9543247,-7.279365,-1.7185656,9.561649,-6.546173,-5.021841,3.0992904,-6.3846455,-2.8251984,-0.68934387,-3.6472244,-2.572161,-3.8660164,-1.6344357,-3.8062193,-1.8358752,3.2565644,3.6063266,7.239635,1
25,-292.6076,114.70462,11.011109,18.629932,10.293421,-3.660261,-27.260588,-4.0509877,-5.7254343,-17.392618,3.3292115,-0.20093879,-9.354505,-0.1841643,10.069903,-4.5219407,-3.764772,6.8154325,-1.9637637,-2.1872752,-0.12981755,-0.0648078,-1.1501598,-1.8764738,-0.08757043,-4.362355,-3.4671185,1.2986068,-1.4067657,-2.2519495,1
26,-279.55435,94.174904,6.6266894,28.3977,13.22854,1.4156786,-24.026539,-4.456028,-6.127824,-14.820258,-2.4717722,-2.5547452,-2.7137773,-2.6731281,4.675009,-1.8686472,-2.9097273,5.0804176,-1.8515949,-3.1287255,-0.47771522,-2.952233,-1.9536942,-1.9082583,-0.96456283,-3.1604347,-2.331383,2.5141125,3.0694842,6.7870326,1
27,-281.55356,104.34409,5.833326,22.227282,6.487547,2.1388109,-22.657236,-4.038747,-6.9948115,-15.954129,1.0154672,-2.3351662,-5.6287003,-1.8464,7.0950594,-5.8766494,-8.153031,6.9428687,-3.6520183,-6.161074,2.2531714,-4.1003966,-4.61524,-1.1198895,-0.7574973,-2.1520705,-0.37241808,6.7798448,8.764664,9.932922,1
28,-287.57422,106.91798,3.5154474,25.245346,13.542384,1.6851776,-35.102253,-3.9621537,-4.5138474,-14.740213,-1.4010535,-3.87455,-3.9994273,-0.58016914,8.671573,-5.0572915,-4.647935,6.68139,-2.2427235,-3.7995079,-0.44722122,-4.540392,-3.7669587,-2.5966728,-1.7576684,-3.3338194,-2.257053,5.602406,7.1388807,9.935885,1
29,-315.25345,109.45859,1.1292702,23.042906,22.135937,0.3200064,-30.461481,-2.2071085,-2.3878982,-15.991976,-5.99198,-3.3823125,-0.62288374,-0.7733775,8.116216,-1.751663,-5.858228,6.158826,-2.3930771,-4.937485,0.9473399,-4.1085596,-3.027208,-0.033683594,-0.6895303,-2.006177,-1.1788139,4.022708,4.951725,9.40661,1
30,-306.83264,120.98126,-7.041412,11.855478,15.434859,-1.307213,-33.33484,1.0807627,-2.6242254,-16.873556,3.3222997,-0.017928403,-9.031896,-2.9692101,8.622432,-7.1871505,-4.007779,7.1375427,-5.309665,-1.7975817,3.2014654,-3.6551397,-2.808477,-0.8755451,-1.2973853,-3.9466166,-2.8238401,3.5880585,6.445938,13.886009,1
31,-344.5943,89.15038,6.7730303,22.2454,15.041879,-0.50947905,-17.42938,4.6701207,-0.13461469,-10.905852,-0.55078304,1.2051232,-2.0486672,-1.2312114,5.747451,-4.904417,-0.34451154,5.347894,-4.0355024,-1.0261266,0.39875832,-3.9243968,-3.6143348,-0.9691742,-0.74394834,1.1655207,7.9343586,13.023795,10.789564,11.027136,1
32,-321.08517,104.36993,11.4074,26.997375,9.366748,3.3869762,-24.4211,1.7882943,0.5717235,-14.338881,-0.39684436,-1.3148235,-1.3501253,0.7689234,9.181994,-0.6337124,-2.8193634,7.1057625,-2.064001,-0.44613078,-0.015695553,-2.7734044,1.356492,-1.9379108,0.46969506,-2.7063026,-2.632243,1.8434876,-0.62479734,-1.6687062,4
33,-308.99164,96.5191,10.491715,23.059383,11.956666,2.3482153,-20.72203,1.432012,1.415075,-14.877371,-1.1787676,0.86266464,-1.7912041,-0.56393003,6.960836,-2.9917288,-3.470568,6.2392607,-2.305564,0.34701887,1.3845439,-1.9648255,-0.12577637,-1.6846505,-0.3402024,-3.0156872,-2.270161,1.1542693,-2.0463405,-2.9223404,4
34,-315.57257,129.12424,3.7926438,31.444597,18.454847,5.8976874,-30.52921,-3.1444435,-0.8839717,-12.708905,-1.461138,-6.1816077,-3.02239,0.33284432,7.3366613,-5.9999185,-7.043399,7.3400283,-4.2232523,-3.2802916,0.31263936,-2.952891,1.0168397,-2.237116,-0.6871646,-3.162093,-2.530049,0.2566813,-3.0882387,-2.6101336,4
35,-304.19836,112.76316,16.446384,26.126236,13.485835,2.9408782,-28.909433,-3.82614,-0.67470115,-17.644306,-4.3413906,-4.0954194,-4.6273637,-0.85776806,8.527403,-3.5344825,-5.1609745,9.11576,-1.7358521,-1.7451953,0.64981383,-2.8073645,0.20396537,-2.9162164,-0.52230376,-3.283284,-4.6111784,-0.35328668,-3.6394682,-2.8765242,4
36,-343.899,111.641304,6.1730237,25.669107,6.3557024,7.2359796,-25.382687,-0.91365516,1.9641314,-11.125293,4.394096,2.5239897,-4.048641,1.0970949,13.096068,-4.2553205,-3.80066,7.19089,-2.6846178,-1.2502149,-1.720678,-0.15059215,1.6599348,-1.610481,2.4915168,-2.839319,-2.6443355,0.17535457,-2.2979083,-0.50448406,4
37,-298.31076,103.26385,15.877403,25.153671,14.137055,-1.7952836,-24.9597,-1.1281102,-5.9449725,-19.316605,-2.713334,0.089685395,-3.4122045,-0.21306458,7.09959,-5.8212476,0.5570533,5.775572,-5.0544977,1.1194949,0.47630814,-2.438364,-3.1102874,-1.4132432,-1.3973173,-4.8179727,-1.8039415,-1.8497075,-4.9842057,-1.3687606,4
38,-338.16452,97.684364,20.928005,42.593494,-1.1361066,12.185983,-25.799025,-3.2495477,0.79197705,-12.627518,-1.9527858,-0.36997887,-5.2567177,-2.3516128,13.141767,-5.561428,-7.592935,5.766641,-1.8782752,-1.8415251,-2.0186546,-3.7280955,0.31300825,-3.4073372,-0.06252633,-1.4134482,-1.6624037,1.4409107,-1.4291496,-2.8694627,4
39,-335.57388,106.68444,17.075262,29.328602,3.170318,10.682586,-24.793173,-5.02808,-0.99012864,-12.832491,0.9982667,1.4631586,-4.264912,-1.3487997,12.4653845,-7.916684,-6.677099,4.511819,-5.6771173,0.018936248,0.5484198,-1.3030001,-1.5995557,-2.853851,0.12446431,-3.0844731,-2.4622927,-0.5231977,-1.406856,-1.3765495,4
40,-355.94943,101.22311,18.056078,35.20324,6.966918,4.288397,-26.237936,-0.007980542,4.168094,-9.796961,1.7311474,1.5176203,-3.072721,1.5619448,9.859156,-8.375909,-2.6834292,6.76875,-4.4557304,0.72348684,-0.53979313,-2.906209,1.608547,0.5720091,0.91526395,-2.00088,0.37587914,2.296812,-1.3868028,-2.1806521,4
41,-322.89902,92.52797,17.260649,30.006792,-2.7983227,9.456788,-25.507048,-5.046069,-2.3875003,-19.041712,2.2740147,-0.9088579,-12.832283,0.48647663,12.447109,-8.961758,-4.0642753,3.283753,-4.1092687,-0.8902628,-2.830652,0.008016106,-2.1896217,-1.7343396,1.4850432,-6.2282195,0.78658265,11.008726,15.279735,18.250294,4
42,-308.5274,102.74393,13.169891,30.079302,0.31071106,1.8822314,-28.268314,-5.725161,-4.5118375,-20.75175,-3.162966,-1.9455001,-6.5612254,-0.8883743,12.102918,-10.793055,-8.202116,7.1366134,-6.7697496,-2.291209,-1.4577682,-3.4970496,-2.9295905,-2.543568,0.83465314,-3.8652258,4.555193,16.101627,19.789707,21.89548,4
43,-312.51456,95.16917,18.898592,29.938326,8.322942,-3.2432644,-21.404976,-2.943968,-1.7149999,-17.53191,-6.022449,0.21493627,-5.988329,-0.9952811,6.7901883,-5.5468936,0.1999631,6.0185657,-0.4957493,-2.8797736,-4.787023,0.13931192,-1.4436206,-2.119429,-0.6211042,-3.891377,-2.786584,-0.7396178,1.7832868,6.105935,4
44,-342.83133,108.32499,13.794545,23.040909,7.758071,5.1036444,-25.508284,-5.4691324,-1.4623483,-16.638498,-1.3967717,4.0793233,-5.9844174,-1.756806,9.359721,-8.308647,-2.4754174,5.0630326,-1.7061894,-0.034007378,-3.7101312,-0.8663323,-2.0542579,-0.8544551,1.7487627,-4.2341866,-2.6652114,0.9442206,4.69923,10.842995,4
45,-343.30484,80.58206,15.688492,25.486279,3.7844489,9.108272,-18.38783,-0.6200386,4.943634,-7.056591,2.0377586,1.8791314,-0.75352997,2.1590676,8.911773,-4.1430783,-1.9779824,4.0548587,-2.905259,0.16978239,-0.033133484,0.20726983,0.18094349,-0.5953552,1.8195592,-1.5816004,-1.3923761,0.66096115,-0.13073175,-1.381638,4
46,-364.35883,85.91831,14.85298,25.075968,9.534969,2.6744993,-16.980013,2.4012718,3.1606238,-10.7236805,0.09442,2.994007,-3.7838643,0.35447788,7.1647377,-7.5159316,-1.3268871,4.984647,-1.5793476,-0.19713075,-0.75946146,1.6161461,-1.5087103,-1.4746418,-0.44663793,-2.0445828,3.9680226,7.4384003,9.52384,12.628703,4
47,-355.45282,121.10436,28.540043,36.278725,20.5507,0.405117,-23.753641,-2.7024777,0.027185315,-14.339326,-0.61435103,-1.8529347,-2.9577096,5.3971167,4.1206403,-8.067738,-1.7216568,4.5343986,-4.366312,-1.8639976,-0.7911098,-0.53446555,-0.079410575,-1.4830779,0.103252836,-2.7804391,-0.50430495,1.5249959,-2.50307,-2.8125057,5
48,-363.1439,129.23517,16.129196,25.737133,14.528424,2.794413,-19.019424,-0.9769671,-1.766607,-16.806545,0.034951348,0.64212644,-0.7650757,1.2578131,6.9763207,0.056193013,-4.2919545,4.6627913,-3.5798466,-3.4566817,-0.5980631,-0.39645916,3.5856996,-0.5548304,-0.06332576,-2.5098026,-2.0182953,1.5400603,-1.9169095,-1.4582944,5
49,-400.38635,130.71178,24.151747,37.45457,21.929121,0.80364925,-22.804367,0.5203566,2.4792728,-12.515726,2.8314564,0.41740233,-2.755617,5.929216,8.061124,-5.8823647,-2.1428876,6.3645015,-3.3770542,-2.5994556,-0.63041264,1.0057977,0.6055463,-1.8737162,-0.07794415,-2.745463,-1.3198476,0.6639662,-2.0939865,-2.0056481,5
50,-366.1681,115.486885,19.846752,27.696095,11.598055,1.9058864,-20.01778,-4.408809,0.35956892,-9.951187,1.6312718,-0.2840997,-0.6811355,1.5967231,7.7459755,0.6471312,-2.798426,3.5630865,-0.9567587,-0.26273942,-2.4806378,0.5663158,2.2180552,-0.9794003,0.6020119,-3.0988405,-1.0627791,0.94387156,-1.3928819,-1.4572166,5
51,-367.3453,127.788994,24.541788,27.079094,15.381233,-3.5090048,-19.902151,-0.5713403,1.9235018,-10.784343,0.1774425,2.0505579,-2.3653762,0.5097681,6.4664965,-2.8476238,-5.3542595,3.4346874,-1.7903041,-2.5673919,-0.23365797,1.4620014,1.6482638,-2.2230387,0.06843146,-2.1501606,-1.3677773,1.8112396,-1.8899901,-1.9502956,5
52,-396.11975,98.06935,26.71019,33.86674,13.373174,8.897861,-9.236388,-0.67565,4.0609794,-8.837495,-0.37659717,0.3864861,-0.28618693,3.8356986,5.1502795,-3.8872902,-1.0382636,5.0548153,-1.1344965,0.9825646,2.3483572,3.1889539,1.8067873,-0.35648274,0.43793857,-2.8480494,-2.3670409,1.7567912,1.4501125,-0.9210282,5
53,-359.195,114.675896,19.176674,31.83747,22.123491,0.06129883,-21.267641,0.43346405,2.2946491,-9.639154,1.902316,-1.3792998,-5.1858397,3.3084261,3.9867566,-6.2130322,-1.9578694,3.2146125,-3.8507917,-3.2913964,0.7953834,1.3435042,0.8367639,0.20754892,-0.11672371,-3.0084577,-1.0773488,1.494032,-1.7819372,-2.2247117,5
54,-396.44284,134.39766,22.979315,27.41509,22.182634,-4.041632,-16.058659,2.9441638,3.608282,-9.301535,1.5130404,0.5002303,-6.6311245,4.424918,8.021038,-5.3161507,-3.613197,3.0897007,-1.8127881,-1.0493709,0.19552217,0.60931146,1.6240026,0.6373175,-0.3598993,-2.9897847,-0.5981803,1.0018394,-2.168884,-1.5905854,5
55,-370.9806,126.9875,18.961515,27.305634,20.828306,-2.8643405,-22.474575,0.73605645,1.0979584,-13.711486,0.46238592,1.0301112,-1.4301376,3.5091777,5.2900324,-4.258526,-2.1519396,3.6449392,-4.5425076,-1.8777909,0.55566835,1.0682932,2.096628,-0.09920908,-0.47155356,-4.187002,-1.0600468,1.3875563,-2.841237,-1.8702513,5
56,-414.30417,136.13644,27.117275,31.781458,22.007833,-2.733129,-16.681631,0.586696,-0.6004435,-10.094389,-2.215523,-0.24367154,-2.2912364,4.571336,11.282497,-1.3511276,-2.6399398,4.4811096,-3.8030753,-2.2622082,2.7638757,2.360193,1.7138232,-0.16772547,0.3894684,-2.7230432,-0.37621468,2.4109592,1.014732,1.6016074,0
57,-449.59918,145.3373,43.8601,27.915306,16.277443,-3.343404,-9.184256,4.671248,-1.0802932,-8.856908,1.4904158,4.70269,-4.936056,-1.0142461,9.035568,0.29935756,-2.23555,4.2576404,-2.3294258,-4.1910233,2.0031059,2.3307,0.53873485,0.59750724,1.757197,-0.6254788,0.17778888,1.1220455,-0.28618553,0.7651327,0
58,-419.87924,121.82158,27.935656,35.355713,15.697821,2.2531269,-14.950742,1.2624981,-1.0189538,-11.746345,5.0318413,3.95772,-4.787129,1.6240005,11.193528,-0.5827984,-2.7871764,6.8570943,-2.6325579,-3.1455672,3.590083,2.8991466,1.9308139,-0.40596318,0.15614681,-2.2560353,0.6995985,3.1315925,-0.35379353,0.6105699,0
59,-437.41684,147.62712,23.49203,33.363564,23.59693,-1.1839061,-16.261177,2.5734031,2.783822,-9.116608,-2.7065694,0.5546642,-1.9614061,1.4971057,7.4818325,-0.6060877,-0.015369459,4.539361,-2.4568272,-2.0899217,2.0131257,3.067186,1.0449204,-1.3446131,0.50011086,-0.05526706,0.21730846,1.9495883,0.38682118,-0.67040706,0
60,-435.05817,143.26726,29.129795,28.479807,19.737148,4.728382,-14.671869,0.30381492,-2.0990374,-9.413042,1.5044022,-0.83505476,-4.0826864,3.4146183,11.14641,-0.96102,-0.36244163,6.3769994,-4.728669,-1.9146042,2.9559796,3.040068,2.24837,-0.13776492,0.6981198,-3.395296,0.65034914,1.529751,-2.1645844,0.33313322,0
61,-440.3513,114.06916,34.505787,50.36874,30.473627,-2.0879333,-19.042555,2.4691176,4.630981,-10.105353,-2.6873674,0.9125375,-2.686185,4.914838,11.743432,-1.3914376,-1.2930856,5.1708765,-3.505992,-2.6956544,2.5250604,3.3816671,2.1978724,-0.011295622,0.16274911,-1.4279543,0.62612647,1.9442235,-0.07636838,1.1167766,0
62,-411.0456,135.61053,20.106672,35.19265,25.956099,-0.85961914,-19.335096,3.3782952,2.2854512,-11.124183,-1.0642071,0.9356426,-2.0952017,4.1034727,9.401444,-3.1370015,-3.3506074,6.7602434,-3.0334532,-5.298145,1.8915403,2.38643,1.0521556,-0.9325512,1.6916414,-1.635858,-0.95415735,2.0847745,-0.7933266,-0.6710724,0
63,-463.09247,140.86118,22.789894,29.900045,30.900873,-3.2098176,-13.801403,10.541061,5.437019,-6.9953227,0.8944913,3.4481778,-0.7346003,1.1469647,4.3691072,-0.36767498,-0.61546254,2.1514509,-2.519436,-1.2413547,4.0918336,4.3458147,1.5305266,0.6102578,1.2313743,-1.8355739,-0.054856557,3.3333454,0.5819474,-1.0839435,0
64,-412.1226,164.16069,12.743418,26.143726,30.630165,-5.731231,-23.272432,5.487717,2.6189973,-14.369065,0.75174075,3.2261941,-5.5001645,1.1476672,7.4256263,-4.007769,-1.499781,5.7933364,-4.6188517,-2.0985923,4.3636484,2.6153831,0.6363266,-0.9598326,0.26241112,-1.1743284,0.77419585,2.0349035,-0.44955474,0.6045672,0
65,-392.3519,121.77383,27.40877,31.791811,26.366219,1.084865,-20.943256,-2.9881454,2.668443,-11.714743,-3.5186267,1.2011026,-3.4986145,0.99865985,8.773061,-0.7731038,-2.5560925,5.364931,-1.3610117,-2.4509473,0.6527331,2.3019145,2.3405936,-1.1924127,0.13660325,-1.1427193,-0.013148935,3.2084541,1.202845,-0.66655374,0
66,-427.4749,142.88528,27.305073,47.525345,26.703293,-5.3853807,-23.71651,2.3609936,3.8356807,-10.340482,-2.7083158,0.7054026,-4.1032095,-1.8622279,8.613577,1.2755249,-2.4080863,3.8064034,-2.674239,-3.010162,2.5614545,3.6935635,3.5826068,-0.045783952,-0.630211,-2.3625226,-0.7792045,0.8793751,-0.30650815,0.9252041,0
67,-417.2839,137.7261,31.648941,39.473503,25.276163,-8.331041,-20.944376,5.375921,-0.41187033,-14.507754,-2.117124,1.7438004,-2.3079467,3.8788126,8.94666,-2.0728586,-0.9474881,4.4102197,-6.098748,-3.2837443,4.2258005,1.6171138,0.6662024,0.016637329,-0.27132502,-1.459247,1.3732839,2.076342,0.5410897,1.4764605,0
68,-417.8707,130.1005,24.523258,27.064175,17.122215,3.7742991,-14.731636,0.9439747,1.3907795,-5.313527,1.4441417,1.2308127,-0.99471873,1.4450995,10.124857,2.09403,-3.7035477,3.2309794,-1.7300116,-2.6360323,1.70186,2.6174965,2.8427987,-0.6199808,0.53655815,-0.55286807,1.2807791,2.2649772,-0.94169044,0.20444772,0
69,-434.7498,124.50004,23.881453,50.678627,16.179379,7.488806,-17.827961,3.045905,4.962154,-6.547357,-3.1299245,-0.50610936,-2.794952,0.6086292,9.997914,-3.1714487,-3.574522,8.117268,-0.70087194,-2.8762157,2.468068,1.8496302,1.8201952,-2.8984454,1.3873215,-0.3941139,1.7089994,3.1761537,-1.8480315,-1.8505176,0
70,-411.52145,134.47679,24.398724,33.815235,26.001204,-2.6182592,-20.43937,2.0108566,0.9077994,-9.922155,0.095355526,2.178578,-2.2015407,1.4487121,9.237004,-1.193356,-2.5838125,3.3282607,-5.9384947,-2.5920372,3.5591404,2.3987243,1.3498226,-0.34555325,1.0284859,-1.4143599,1.2485229,2.1870549,-0.56515825,-0.16079473,0
71,-430.457,131.22435,22.24333,45.032875,23.761732,-1.5333693,-17.904278,4.0448794,0.86251557,-9.848535,2.4039435,1.5779989,-2.956421,3.371057,9.765914,-3.0320525,-3.6274822,5.0710626,-2.4761617,-1.7828155,3.1142018,2.6168869,2.2824695,-0.6660166,0.4959769,-0.7034183,0.63182366,2.354929,-0.27533233,-0.4671353,0
72,-421.20145,123.9948,32.075985,40.579163,24.431105,-2.0370405,-20.068274,0.29107147,3.2364464,-9.845258,-2.0729449,1.4294531,-2.4896364,1.2516475,8.405709,-1.2265935,-2.583538,3.5194683,-2.4697728,-1.1425536,2.3835316,1.6319563,1.2026384,0.64935464,0.91812617,-2.0440552,0.4883129,3.0428033,0.43930784,0.74483925,0
